1.23,6.8,0,7.15,0,0.27,0.06,5.4,1.18,1.52,0.06,142.77,1628.91,5600.5,260.7,146.9,0,1.09,0.97,0,0.07,0,0.57,1.02,3.24,0.06,1.88,1.74,3.22,5.8,0,2.49,2.85,0.02,0.84,12.88,0.8,0.29,1.02,0.23,0.19,0.49,0.87,0.09,0.09,0,1.37,3.02,0.42,0.19,0,0.1
1.11,5.38,7.26,5.03,0.07,0.13,0.17,3.71,0.83,1.24,0.19,0.11,1193.31,3873.85,278.03,200.88,1.46,1.49,0.69,0,0.11,0,0,1.88,2.42,0.32,6.87,0.25,3.61,0,0,0.43,1.53,0.16,0.79,26.08,1.17,0,1.14,0.22,0.74,0.37,1.04,0.3,0.08,0,2.07,1.98,0,0.36,0,0
0.87,6.14,10.99,3.19,0.4,0.63,0.6,3.16,0.82,1.54,0.18,4.7,552.17,3361.91,449.83,280.1,5.05,1.01,0.31,0.2,0.53,0.06,0,0.99,1.8,0.16,4.86,2.08,11.56,22.22,0.19,3.1,3.36,0.18,2.62,10.55,1.03,0,4.68,0.14,0.44,0.67,1.15,0.67,0.12,0,1.66,2.74,1.12,0.46,0,0.13
1.74,4.05,2.41,4.67,0.1,0.07,0.34,2.89,0.75,0.91,0.16,2.03,1164.31,3223.95,242.07,173.36,9.89,1.27,0.61,0.37,0.18,0,0,1.47,1.7,0.14,10.14,0,3.57,6.55,0,0.49,2.02,0.3,0.35,10.37,1.01,0,2.47,0.23,0.05,0.5,0.83,0,0.08,0,0.55,1.18,0,0,0,0.21
0.56,4.81,6.74,4.39,0.61,0.16,0.14,1.57,1.07,1.14,0.15,2.68,1236.98,3249.85,194.27,210.96,0.5,6.45,0.5,0,0.33,0,0,3.52,10.4,0.23,11.35,0,6.81,0,0.09,3.54,0.3,0.14,0.63,14.67,0.94,0.33,1.46,0.22,0.2,0.12,0,0.32,0.03,0.28,6.33,3.68,0.62,1.12,0,0.09
0.43,4.12,4.11,3.44,0.07,0.16,0.12,2.42,0.66,0.88,0.12,39.61,785.78,2679.01,175.67,155,1.33,0.46,0.41,0,0.19,0,0,0.8,4.82,0,2.69,0.06,7.3,0,0.03,3.75,0.89,0.1,0.12,12.89,0.86,0.14,1.04,0.15,0.2,0.42,1.1,0,0.02,0,0.34,0.82,1.28,0.36,0,0
0.98,4.91,5.67,4.31,0.12,0.05,0.54,1.93,0.88,1.14,0.16,0.42,1033.02,2341.95,259.5,184.44,6.36,1.82,0.65,0.2,0.04,0.01,0,1.05,1.15,0.09,1.85,0.06,2.46,5.37,0,0.04,0.18,0,0.73,1.43,0.57,0.04,0.3,0.02,0.08,0.28,0.63,1.2,0.03,0,1.51,3.48,0,0,0,0
1.42,4.63,14.23,5.19,0,0.07,0.36,3.3,0.74,1.06,0.21,0.53,1237.81,3606.61,170.62,152.08,0,1.2,0.69,0,0,0,0,1.04,2.3,0.18,1.46,0.21,1.84,0,0,0.4,0.86,0.15,0.64,22.27,1.12,0,0.23,0.12,0.62,0.33,1.05,0.26,0.04,0,1.65,1.21,0,0.77,0,0
0.96,6.5,13.15,5,0.12,0.37,0.3,4.21,0.92,1.59,0.21,3.92,1005.92,4796.29,247.48,227.82,5.03,0.99,0.58,0.28,0.26,0,0,0.64,2.2,0.12,3.19,0.63,6.05,10.78,0.14,4.1,3.7,0.23,3.41,12.85,1.16,0,2.89,0.06,0.46,0.52,1.46,0.94,0.02,0,2.23,3.31,1.28,0.52,0,0.22
2.85,3.39,5.91,5.42,0.02,0.06,0.28,2.59,0.71,0.73,0.2,5.44,1336.43,3036.12,184.12,154.46,9.74,1.3,0.67,0.35,0,0,0,0.74,1.52,0.1,1.58,0.14,1.9,3.51,0,0.52,1.65,0.35,0.27,9.4,0.95,0,0.99,0.11,0.15,0,0.59,0,0.03,0,0.51,1.1,0,0.02,0,0.24
0.62,5.01,3.48,4.69,0,0.15,0.06,1.96,0.7,1.14,0.16,4.08,1517.71,3920.81,162.92,179.29,0.77,5.7,0.62,0,0.15,0,0,1.8,11.79,0.44,4.85,0.29,4.87,0,0.04,2.67,0.36,0.21,0.79,13.09,1.05,0.3,0.62,0.22,0.37,0.06,0,0.36,0.08,0.42,9.35,3.7,0.37,1.28,0,0.31
