1.30,14.99,1.49,0.30,33.46,76.90,0.174,0.113,7.18,2.20,0.044,0.15,0.63,0.053,1.85,46.51,0.14,0.005,4.23,9.47,0.46,103.87,0.035,150.18,0.86,3.61,0.0050,13.80
1.81,8.63,1.06,0.67,5.40,12.41,0.238,0.026,9.51,6.67,0.066,0.25,2.74,0.083,1.04,22.11,1.22,0.005,4.60,39.93,0.13,215.29,0.072,35.83,0.01,14.40,0.0037,43.72
0.33,1.03,0.81,0.38,2.29,21.86,0.036,0.023,3.61,3.10,0.029,0.13,1.37,0.399,3.27,24.74,0.78,0.053,2.34,15.24,0.07,23.86,0.072,8.80,0.01,1.09,0.0353,12.28
2.27,19.23,2.16,0.55,25.95,85.96,0.130,0.241,37.29,0.36,0.250,1.17,0.09,1.946,1.24,58.98,0.42,0.030,2.39,9.15,4.00,40.59,0.090,49.96,8.56,4.86,0.0112,11.45
1.29,20.37,0.88,0.15,47.24,113.23,0.073,0.483,8.54,0.21,0.011,0.30,0.03,0.257,1.62,38.26,0.25,0.010,3.26,4.45,0.59,31.97,0.061,54.35,0.48,1.85,0.0430,17.85
0.19,1.19,0.31,0.11,6.19,14.44,0.012,0.131,5.19,0.27,0.012,0.09,0.06,0.020,1.85,12.09,0.05,0.005,3.26,3.73,1.77,64.28,0.024,50.65,13.94,0.97,0.0055,3.59
4.21,7.93,2.23,0.78,8.77,15.95,0.179,0.094,8.72,8.84,0.070,0.59,2.68,0.696,0.70,65.05,1.18,0.024,3.82,31.57,2.01,169.58,0.087,92.05,1.35,7.80,0.0030,18.44
0.52,2.79,0.72,0.32,3.94,16.52,0.063,0.048,4.03,3.68,0.037,0.20,1.35,0.463,2.43,35.39,0.28,0.012,3.33,13.55,1.30,32.61,0.075,22.49,1.44,1.87,0.0106,14.25
3.91,27.16,2.08,1.00,11.93,26.52,0.294,0.267,9.26,0.38,0.032,0.43,0.09,0.499,0.58,37.83,1.06,0.030,4.18,15.26,5.10,107.99,0.118,76.75,1.10,7.11,0.0060,28.10
0.97,3.90,0.99,0.34,4.04,10.35,0.061,0.027,3.42,0.23,0.011,0.28,0.03,0.335,0.41,19.71,0.46,0.018,3.46,6.70,0.69,52.90,0.058,43.40,0.81,2.96,0.0040,4.78
1.55,12.81,1.24,0.71,7.13,17.37,0.149,0.054,19.29,4.98,0.062,0.32,2.11,0.111,0.43,26.78,1.09,0.014,2.38,20.57,4.24,107.78,0.079,33.51,0.16,3.04,0.0038,11.72
0.74,2.49,0.79,0.46,3.59,23.46,0.051,0.063,1.95,1.27,0.024,0.17,0.79,0.360,0.98,28.15,0.31,0.030,2.69,14.79,1.07,36.40,0.070,18.02,1.33,2.83,0.0204,11.08
0.86,4.66,0.80,0.40,4.40,14.70,0.064,0.052,5.69,3.46,0.050,0.17,1.57,0.192,0.48,35.25,0.47,0.016,2.91,19.97,0.92,77.09,0.087,41.43,0.17,2.78,0.0185,5.58
1.59,24.65,1.03,0.32,13.99,31.39,0.233,0.113,5.85,3.46,0.073,0.20,1.27,0.033,0.51,35.61,0.36,0.005,4.43,21.24,0.68,137.95,0.042,84.73,0.43,4.67,0.0043,32.03
1.17,3.79,1.28,0.35,3.60,17.79,0.065,0.036,4.34,2.07,0.032,0.21,0.56,0.253,1.72,52.58,0.25,0.009,2.93,24.76,1.08,83.04,0.105,56.81,1.24,4.12,0.0032,12.79
1.30,6.01,2.54,0.66,6.09,18.68,0.164,0.017,2.83,2.07,0.177,0.73,0.72,1.201,2.79,83.01,0.62,0.017,5.12,23.06,0.08,107.25,0.078,137.56,0.05,7.58,0.0280,42.58
0.28,1.26,0.38,0.09,5.42,9.14,0.042,0.013,1.32,0.89,0.038,0.22,0.26,0.252,0.97,29.13,0.13,0.005,2.05,11.15,0.09,32.71,0.050,27.74,0.06,0.68,0.0094,6.38
0.62,3.69,0.32,0.16,7.37,13.46,0.045,0.061,2.19,1.06,0.029,0.04,0.35,0.022,0.72,11.23,0.02,0.007,1.82,3.00,0.08,51.31,0.028,62.26,0.05,1.21,0.0091,6.27
0.55,18.89,0.84,0.28,7.48,27.77,0.039,0.170,13.92,4.92,0.095,0.18,1.32,0.040,2.68,13.46,0.03,0.011,4.32,2.17,0.20,58.35,0.046,57.91,0.07,1.86,0.0104,30.58
0.47,15.02,0.50,0.23,8.45,13.19,0.082,0.045,4.80,4.57,0.025,0.01,1.11,0.027,0.47,23.89,0.04,0.002,1.14,13.59,0.12,146.85,0.041,80.18,0.03,2.19,0.0079,6.96
1.60,3.06,1.23,0.51,2.62,8.94,0.068,0.011,4.94,2.58,0.036,0.13,1.04,0.264,0.33,29.73,0.36,0.005,1.15,11.72,0.13,80.21,0.064,61.42,0.01,1.57,0.0082,3.80
1.30,3.59,1.19,0.38,4.59,19.34,0.085,0.160,2.61,2.48,0.034,0.11,1.50,0.307,1.33,26.94,0.25,0.029,3.59,8.78,0.50,36.11,0.101,25.90,0.43,1.22,0.0063,9.79
2.75,16.72,1.82,1.09,7.11,14.06,0.165,0.086,7.38,6.34,0.066,0.31,2.60,0.144,0.46,43.72,0.93,0.026,2.39,26.12,0.13,149.45,0.122,111.98,0.01,7.69,0.0045,10.43
0.76,3.19,0.71,0.45,3.48,25.16,0.065,0.139,4.32,0.63,0.023,0.31,0.19,0.913,1.19,33.78,0.53,0.050,2.64,16.31,0.23,29.01,0.088,19.69,0.06,2.12,0.0202,11.61
2.24,25.24,1.24,0.57,23.24,57.83,0.106,0.199,14.46,4.66,0.072,0.07,1.50,0.020,0.65,30.74,0.10,0.021,2.61,19.43,0.63,120.03,0.061,44.01,0.31,6.11,0.0048,13.69
1.01,1.83,0.89,0.31,6.66,31.93,0.020,0.085,2.56,1.32,0.032,0.04,0.70,0.052,0.92,30.90,0.04,0.033,2.76,16.66,0.39,38.42,0.071,20.42,0.66,1.50,0.0076,4.34
2.29,26.04,1.34,0.59,15.06,77.93,0.408,0.953,28.94,3.91,0.105,0.52,1.21,0.095,3.16,83.35,1.37,0.025,3.68,35.59,0.66,159.14,0.049,118.28,1.93,9.02,0.0151,30.05
0.87,5.78,0.67,0.17,9.58,51.81,0.194,0.048,6.17,1.12,0.037,0.45,0.35,1.970,1.81,40.08,1.20,0.007,4.32,15.83,0.08,34.29,0.183,27.54,0.01,3.14,0.0113,21.92
1.50,8.56,1.23,0.34,12.62,55.31,0.530,0.121,15.87,2.60,0.045,0.68,0.75,2.314,2.00,23.36,0.87,0.012,8.31,5.31,0.16,63.59,0.069,78.20,0.02,4.92,0.0184,115.69
0.91,6.92,0.52,0.13,29.11,47.07,0.130,0.309,6.53,1.95,0.032,0.31,0.73,0.220,0.58,24.89,0.46,0.004,4.36,4.21,0.05,56.21,0.044,78.44,0.02,2.46,0.0099,20.58
2.20,43.32,1.33,1.64,18.69,40.57,0.395,0.117,12.60,10.16,0.125,0.30,3.67,0.176,1.19,39.05,0.89,0.090,5.56,47.70,1.05,276.77,0.123,53.38,0.12,9.35,0.0024,42.83
0.76,7.60,0.76,0.40,12.65,52.00,0.046,0.210,8.74,2.64,0.044,0.24,1.15,0.349,2.46,19.49,0.51,0.017,3.06,9.49,0.37,57.92,0.080,30.26,0.20,2.59,0.0072,14.40
0.95,19.29,1.16,0.46,13.71,47.00,0.064,0.195,5.47,2.51,0.059,0.25,1.15,0.021,1.00,44.52,0.05,0.021,4.35,10.20,2.20,75.26,0.051,71.20,1.12,3.43,0.0071,12.15
1.60,15.92,1.76,0.57,10.77,50.17,0.052,0.122,11.57,10.65,0.043,0.47,17.78,0.015,10.13,38.49,0.26,0.023,4.09,8.22,1.76,153.38,0.073,176.46,1.16,4.88,0.0078,52.20
1.59,3.42,1.89,0.77,7.67,20.64,0.073,0.097,13.92,6.16,0.064,0.58,2.91,0.111,1.65,54.66,0.57,0.038,6.84,17.10,0.22,90.83,0.084,74.33,0.03,3.43,0.0103,23.78
1.94,2.28,1.50,0.36,2.17,4.08,0.044,0.018,2.90,0.70,0.076,0.40,0.13,0.134,0.56,19.39,0.74,0.025,3.91,4.69,0.65,46.21,0.043,41.92,0.05,2.23,0.0079,4.04
1.21,6.75,1.11,0.53,4.78,17.74,0.064,0.061,8.30,4.61,0.042,0.23,2.14,0.033,9.04,44.28,0.16,0.018,4.86,15.66,2.08,80.46,0.063,63.92,1.33,1.82,0.0140,52.75
2.45,13.87,2.70,0.79,5.29,18.37,0.051,0.053,5.47,8.84,0.066,0.17,2.35,0.031,1.46,85.57,0.13,0.034,5.38,34.20,2.78,143.38,0.119,117.73,0.30,8.35,0.0204,19.13
3.91,24.54,2.79,0.86,26.31,89.42,0.186,0.521,41.59,3.73,0.069,0.28,1.29,0.096,0.64,51.68,0.53,0.014,2.03,28.60,7.29,164.63,0.095,98.43,1.00,9.29,0.0061,15.52
0.32,3.38,0.66,0.18,10.74,58.88,0.083,0.195,4.38,1.30,0.030,0.24,0.43,0.724,1.74,29.72,0.49,0.007,3.42,10.15,0.99,35.27,0.062,35.84,0.33,2.29,0.0077,15.17
1.41,30.82,1.51,0.62,14.56,53.88,0.053,0.211,14.16,5.50,0.062,0.23,1.77,0.028,5.01,37.81,0.14,0.026,3.99,9.28,3.71,92.75,0.065,73.52,1.95,3.32,0.0123,36.40
1.28,17.50,0.97,0.19,36.37,104.29,0.081,0.136,7.12,2.64,0.026,0.13,1.09,0.019,1.18,29.27,0.16,0.005,3.22,7.76,1.02,49.66,0.036,47.99,0.08,1.50,0.0086,15.56
2.49,2.90,1.85,0.67,2.52,4.03,0.136,0.027,5.85,1.01,0.128,0.39,0.19,0.040,1.22,31.77,0.45,0.041,4.11,7.74,0.21,73.45,0.096,71.66,0.02,4.11,0.0094,6.07
1.00,4.93,0.76,0.16,10.57,18.27,0.077,0.117,5.19,0.32,0.051,0.07,0.05,0.023,1.70,26.52,0.04,0.007,2.45,6.40,0.36,67.80,0.117,80.93,0.06,3.92,0.1103,7.62
0.53,4.32,0.61,0.33,2.05,9.99,0.061,0.063,8.56,7.55,0.048,0.26,2.57,0.021,4.44,44.38,0.32,0.013,3.48,16.70,1.10,88.55,0.043,48.43,0.35,1.69,0.0087,32.92
1.47,7.82,1.26,0.61,14.15,52.71,0.053,0.188,9.39,10.03,0.023,0.29,13.99,0.015,8.91,22.49,0.06,0.032,3.87,3.38,3.23,89.28,0.093,94.93,0.88,2.23,0.0088,20.66
0.71,32.12,0.40,0.27,24.67,62.36,0.379,0.205,8.80,8.32,0.010,0.05,12.64,0.006,1.01,14.39,0.38,0.006,4.86,5.37,0.50,87.49,0.038,69.01,1.76,2.62,0.0060,49.98
0.69,6.41,0.83,0.27,6.67,21.34,0.056,0.145,9.52,5.68,0.013,0.37,10.01,0.518,2.23,29.44,0.87,0.017,2.83,10.32,0.67,55.24,0.026,40.97,1.25,3.03,0.0036,14.61
2.48,4.05,1.85,0.43,4.73,16.75,0.056,0.062,6.89,11.78,0.027,0.21,20.46,0.018,9.47,33.34,0.11,0.048,3.79,6.35,3.22,50.41,0.093,52.60,3.11,3.74,0.0107,19.35
0.38,1.36,0.61,0.35,4.63,25.25,0.025,0.126,2.56,1.66,0.018,0.12,1.20,0.340,1.67,17.39,0.31,0.031,2.86,7.81,0.10,15.55,0.067,8.58,0.04,1.07,0.0070,7.27
1.40,2.16,1.18,0.27,10.37,28.19,0.049,0.082,6.10,2.13,0.056,0.08,1.05,0.025,4.27,45.76,0.02,0.006,1.88,14.28,2.50,134.58,0.059,133.11,2.89,3.78,0.1385,11.53
1.55,6.10,1.70,0.70,4.92,21.64,0.077,0.063,15.49,6.60,0.075,0.31,2.66,0.029,3.26,77.79,0.13,0.027,4.54,35.23,5.75,221.33,0.117,139.61,6.32,7.88,0.0092,15.39
6.36,7.04,2.94,1.86,4.70,12.49,0.161,0.024,32.34,7.28,0.042,0.38,2.38,0.288,0.46,31.42,0.94,0.042,2.32,27.73,0.14,84.58,0.312,42.69,0.01,8.54,0.0116,14.45
0.58,2.81,0.83,0.47,2.51,17.38,0.041,0.027,2.37,2.28,0.014,0.10,0.81,0.248,0.61,32.24,0.25,0.044,2.21,26.25,0.05,36.71,0.094,13.81,0.01,2.27,0.0164,7.99
1.64,24.88,0.79,0.48,15.26,23.85,0.938,0.020,10.57,7.22,0.054,0.87,1.88,1.413,0.98,10.60,1.76,0.004,14.66,1.35,0.12,61.78,0.070,65.63,0.01,1.62,0.0060,75.07
0.66,8.11,0.62,0.19,14.19,54.72,0.139,0.054,9.56,2.46,0.041,0.40,0.66,1.581,1.10,23.99,0.79,0.006,4.38,13.89,0.07,55.96,0.092,27.68,0.05,1.36,0.0102,17.55
3.08,55.93,1.57,0.94,21.39,39.37,0.129,0.100,17.38,8.13,0.073,0.25,2.87,0.042,0.35,33.50,1.30,0.042,3.04,24.97,1.34,176.91,0.128,81.89,1.04,11.52,0.0043,16.76
0.71,5.24,1.43,0.55,4.73,30.07,0.052,0.088,7.57,3.55,0.048,0.17,1.83,0.180,1.41,38.98,0.39,0.048,2.12,21.23,0.78,62.59,0.071,26.55,0.61,1.84,0.0053,8.50
1.16,6.55,1.29,0.58,2.33,11.64,0.065,0.069,9.77,14.20,0.023,0.58,19.48,0.012,5.22,43.59,0.69,0.030,4.42,12.41,0.18,100.49,0.099,83.31,0.04,4.89,0.0074,22.32
0.80,3.94,0.86,0.25,4.55,26.94,0.018,0.069,5.25,1.82,0.085,0.17,1.54,0.016,3.41,22.22,0.28,0.026,4.69,8.53,0.79,49.83,0.037,27.20,0.51,2.53,0.0089,16.63
1.50,13.97,1.51,0.70,4.76,31.53,0.265,0.154,32.81,6.27,0.050,0.80,1.91,0.039,3.23,60.36,1.24,0.027,5.32,24.44,4.75,115.29,0.117,70.56,3.69,4.55,0.0111,44.10
1.11,11.99,0.89,0.31,22.01,67.49,0.275,0.157,9.43,3.60,0.045,0.34,1.16,0.414,2.58,32.64,0.48,0.005,4.92,11.60,1.53,78.74,0.116,62.90,0.33,1.93,0.1733,27.62
1.56,16.23,2.20,0.84,8.04,39.13,0.140,0.109,15.10,9.15,0.072,0.58,3.64,0.043,1.88,73.90,2.36,0.040,7.05,30.44,0.15,146.66,0.073,72.78,0.03,5.51,0.0118,60.36
2.67,7.06,2.95,1.28,4.04,16.56,0.120,0.114,7.03,8.12,0.138,0.33,3.75,0.040,4.78,75.02,0.38,0.078,3.86,29.36,3.59,165.11,0.107,110.56,0.60,5.58,0.0112,28.28
1.13,19.97,1.25,0.39,5.08,14.09,0.027,0.077,14.61,6.77,0.062,0.19,1.36,0.077,0.47,39.94,0.26,0.021,2.70,13.21,0.16,56.78,0.074,38.40,0.04,3.20,0.0107,3.62
1.18,7.92,0.63,0.31,5.83,10.88,0.072,0.098,4.06,5.95,0.079,0.13,1.79,0.031,0.14,42.66,0.42,0.005,1.56,31.36,0.07,91.00,0.059,36.75,0.02,1.66,0.0055,3.54
0.74,4.51,0.64,0.15,9.71,14.17,0.035,0.060,3.12,3.02,0.024,0.05,0.71,0.040,0.29,40.79,0.07,0.007,1.63,23.18,0.06,96.76,0.027,56.37,0.01,2.66,0.0064,3.09
0.77,3.43,0.74,0.20,5.80,32.27,0.052,0.142,2.14,2.14,0.022,0.18,2.77,0.120,1.56,44.38,0.03,0.015,2.29,12.78,0.68,30.84,0.067,41.25,1.91,5.18,0.0105,6.91
1.18,28.62,1.03,0.37,12.41,25.71,0.232,0.126,11.22,11.69,0.024,0.10,13.36,0.004,0.53,28.88,0.25,0.012,2.25,16.12,0.58,141.74,0.035,87.19,0.81,8.35,0.0033,15.52
1.82,7.04,2.40,0.85,5.27,22.23,0.042,0.098,8.93,5.45,0.099,0.18,2.80,0.029,1.04,71.51,0.18,0.046,3.96,20.75,1.94,64.51,0.086,58.41,0.63,3.96,0.0077,9.48
1.02,2.91,0.66,0.18,12.75,65.06,0.065,0.083,3.45,1.97,0.020,0.15,0.71,0.098,2.50,22.09,0.05,0.007,2.51,6.00,0.57,44.53,0.045,41.25,0.24,1.00,0.0040,15.50
1.23,2.55,1.22,0.49,2.77,4.95,0.054,0.057,15.65,1.27,0.127,0.30,0.21,0.058,0.96,42.85,0.24,0.020,3.89,13.21,0.18,85.97,0.107,74.77,0.04,3.30,0.0115,4.14
0.67,1.33,1.33,0.56,3.86,57.68,0.055,0.239,2.17,2.38,0.055,0.07,0.81,0.650,6.19,61.34,0.04,0.114,3.10,30.65,0.43,35.69,0.138,17.78,0.04,2.51,0.0100,13.14
1.07,15.79,1.29,0.45,4.14,21.05,0.083,0.046,8.15,6.36,0.072,0.19,2.27,0.023,10.47,45.37,0.36,0.017,4.25,16.91,1.33,85.08,0.080,57.64,0.21,2.36,0.0072,69.32
1.05,28.37,1.38,0.24,25.07,68.79,0.092,0.141,24.26,7.57,0.138,0.42,2.09,0.041,3.47,34.04,0.20,0.016,6.21,4.01,4.21,84.70,0.068,119.48,0.62,3.20,0.0111,31.77
3.17,25.19,1.91,0.50,45.39,116.51,0.207,0.391,11.39,6.54,0.063,0.23,2.47,0.144,0.93,62.08,0.22,0.005,3.07,22.90,3.52,169.39,0.093,253.79,0.96,7.23,0.0038,21.70
0.87,4.13,0.85,0.19,14.75,47.95,0.064,0.092,4.73,2.39,0.036,0.08,0.96,0.037,2.76,49.89,0.04,0.005,2.24,15.10,0.61,85.28,0.041,85.34,0.94,2.13,0.0317,8.92
5.10,7.34,3.52,1.36,10.30,28.22,0.153,0.213,3.69,2.20,0.146,1.90,0.67,4.872,0.52,34.58,0.17,0.304,7.13,4.59,0.63,58.84,0.152,89.91,1.25,21.91,0.0288,29.35
3.77,13.50,2.06,0.53,25.81,43.31,0.048,0.353,2.06,1.82,0.056,0.51,0.62,0.671,0.23,15.46,0.17,0.089,4.25,0.99,0.09,29.90,0.046,50.66,0.23,9.62,0.0070,13.35
0.60,3.39,0.60,0.12,31.74,62.36,0.027,0.122,2.22,2.10,0.046,0.14,0.69,0.036,0.44,44.61,0.05,0.007,3.19,9.97,0.07,39.21,0.034,37.84,0.09,1.83,0.0239,12.73
1.31,16.65,2.33,0.53,5.81,13.05,0.053,0.089,15.35,4.32,0.126,0.49,1.27,0.046,0.55,61.69,0.17,0.019,3.26,14.39,4.02,128.31,0.117,139.93,5.73,9.33,0.0088,4.79
1.14,19.13,1.38,0.23,28.91,52.37,0.065,0.116,9.41,2.48,0.057,0.08,0.54,0.042,0.58,42.19,0.09,0.005,2.11,11.15,0.62,103.26,0.035,124.31,0.92,4.27,0.0064,6.32
1.11,17.67,1.18,0.79,6.35,17.82,0.320,0.060,10.35,11.63,0.170,0.13,3.83,0.121,1.07,52.32,1.05,0.024,2.53,47.20,0.91,264.20,0.094,176.15,0.10,6.32,0.0039,31.09
0.47,1.59,0.43,0.24,4.20,15.88,0.040,0.062,3.04,3.48,0.015,0.22,2.38,0.629,1.36,22.60,1.29,0.013,2.75,15.71,1.41,25.68,0.061,10.13,0.31,1.44,0.0120,12.00
2.52,19.14,2.61,0.58,11.08,24.37,0.086,0.248,17.54,2.90,0.148,0.38,0.71,0.077,0.71,53.76,0.13,0.024,3.93,7.71,4.79,136.65,0.136,254.97,13.47,9.66,0.0141,6.10
1.23,38.51,0.97,0.30,51.08,68.92,0.213,0.414,15.39,5.01,0.057,0.22,1.15,0.030,0.55,26.27,0.33,0.007,4.41,10.89,1.36,161.89,0.043,112.54,1.13,5.12,0.0033,18.73
1.26,15.84,1.58,0.19,22.84,32.88,0.046,0.127,10.81,2.30,0.047,0.07,0.47,0.043,0.42,45.31,0.07,0.005,2.15,11.68,0.50,122.33,0.057,155.10,0.87,5.41,0.0088,5.10
2.38,21.89,3.30,0.74,16.52,46.63,0.216,0.132,25.29,8.10,0.132,0.67,2.99,0.209,6.28,57.64,0.12,0.029,3.94,10.09,1.77,103.58,0.195,175.69,1.58,7.56,0.0201,26.15
3.56,35.53,2.58,1.12,31.55,92.50,0.313,0.393,12.12,8.02,0.181,0.31,3.81,0.042,1.00,69.19,0.31,0.049,3.20,23.28,2.31,174.94,0.117,197.30,0.82,9.07,0.0028,31.91
1.41,11.09,1.34,0.41,15.08,44.03,0.105,0.093,9.04,3.52,0.048,0.19,1.74,0.170,2.29,52.19,0.13,0.018,6.22,28.57,0.57,66.53,0.105,49.24,0.21,6.68,0.0222,13.82
0.73,7.41,0.96,0.16,27.65,66.85,0.086,0.056,8.62,2.72,0.028,0.10,0.76,0.039,2.47,44.71,0.13,0.005,3.93,18.17,0.65,99.57,0.030,73.36,0.32,2.05,0.0067,14.04
0.90,6.68,1.86,1.00,6.21,40.13,0.058,0.215,12.93,5.73,0.211,0.29,2.48,0.037,1.14,79.01,0.07,0.025,3.68,34.24,4.72,200.06,0.101,139.39,14.16,6.32,0.0089,17.55
2.31,14.79,2.57,0.64,3.63,9.92,0.041,0.057,2.43,3.37,0.091,0.48,0.92,0.063,1.03,48.00,0.08,0.034,2.94,10.67,4.71,86.81,0.087,103.06,3.58,5.81,0.0202,5.25
1.43,9.44,1.42,0.23,18.05,35.08,0.112,0.070,3.17,2.03,0.037,0.10,0.51,0.046,1.17,36.45,0.06,0.006,3.21,6.93,1.61,64.42,0.041,84.30,0.61,3.14,0.0050,8.91
3.88,1.92,3.53,2.71,6.01,17.96,0.156,0.151,11.86,10.17,0.037,0.79,6.32,0.024,2.75,80.12,0.76,0.274,3.12,30.81,0.21,174.21,0.270,145.17,0.04,12.72,0.0066,7.00
1.70,3.26,1.29,0.49,17.28,72.33,0.062,0.082,8.69,3.10,0.025,0.13,1.77,0.056,4.52,32.43,0.12,0.013,2.15,12.71,0.12,78.74,0.093,54.32,0.02,2.98,0.0040,10.33
0.52,12.81,0.76,0.45,3.37,9.39,0.062,0.048,15.28,7.79,0.048,0.31,2.05,0.038,3.35,60.79,0.42,0.014,3.61,56.06,3.10,191.12,0.046,52.79,0.51,2.05,0.0088,25.50
0.96,45.35,1.17,0.65,9.25,28.28,0.186,0.121,22.38,15.18,0.079,0.20,5.01,0.134,1.90,60.94,1.06,0.027,2.31,64.08,0.76,348.68,0.084,83.10,0.15,11.55,0.0614,35.12
0.85,1.72,1.01,0.31,3.54,24.87,0.039,0.037,2.60,1.17,0.012,0.11,0.75,0.218,1.40,22.67,0.04,0.038,3.13,8.77,0.50,19.43,0.064,16.89,0.40,0.99,0.0034,7.74
1.18,20.60,1.50,0.44,15.72,80.23,0.039,0.256,12.67,6.41,0.116,0.17,2.80,0.039,4.19,49.58,0.20,0.015,5.18,10.49,0.24,106.75,0.066,111.67,0.02,4.33,0.0102,52.95
0.55,4.63,0.84,0.21,15.02,33.01,0.032,0.083,3.56,2.60,0.046,0.09,1.11,0.026,3.04,32.45,0.07,0.004,1.82,6.44,0.06,62.85,0.020,110.35,0.01,2.03,0.0079,10.67
1.09,19.07,1.09,0.57,14.61,28.01,0.162,0.068,11.39,8.50,0.101,0.08,3.70,0.024,0.44,45.31,0.39,0.004,2.77,28.37,0.15,187.65,0.068,128.44,0.01,4.21,0.0027,11.11
0.27,4.27,0.58,0.45,5.64,25.26,0.064,0.041,9.11,4.13,0.024,0.13,1.79,0.161,0.79,34.37,0.53,0.006,2.72,38.13,0.09,103.44,0.077,23.57,0.01,2.42,0.0093,7.00
1.76,8.65,1.59,0.58,10.93,43.94,0.115,0.134,19.87,0.39,0.023,1.36,0.09,1.202,3.31,40.25,1.77,0.033,5.11,8.36,8.09,33.88,0.086,29.77,4.89,1.72,0.0130,25.53
2.06,11.55,0.76,0.48,10.51,21.35,0.159,0.358,15.70,0.29,0.012,1.21,0.07,2.873,0.47,19.45,1.25,0.022,3.23,3.12,1.32,27.04,0.068,30.24,0.39,1.43,0.0049,12.59
1.05,10.46,0.65,0.12,34.65,77.93,0.043,0.264,14.33,0.20,0.011,0.34,0.08,0.357,2.58,31.87,0.48,0.007,2.35,4.12,0.63,22.84,0.071,37.36,0.27,1.26,0.0049,15.38
1.98,12.71,2.02,0.82,9.64,35.74,0.173,0.110,9.56,7.77,0.083,1.00,2.52,0.036,8.41,64.66,1.27,0.040,5.83,17.63,2.96,115.94,0.108,95.25,0.77,5.97,0.0083,69.81
0.44,3.41,0.33,0.09,12.78,25.58,0.054,0.061,4.39,1.39,0.016,0.15,0.39,0.011,6.71,17.18,0.05,0.005,3.53,4.03,0.46,44.63,0.039,48.31,0.31,1.76,0.0033,21.34
1.77,25.75,1.38,0.68,14.99,35.24,0.220,0.067,12.46,8.40,0.115,0.25,3.44,0.047,0.56,38.35,1.43,0.018,2.71,30.37,3.37,194.68,0.079,81.17,0.23,6.39,0.0031,14.90
0.64,2.42,0.99,0.30,2.45,19.00,0.032,0.018,3.58,1.97,0.029,0.17,1.17,0.220,2.54,31.28,0.37,0.023,2.33,12.52,1.16,24.87,0.068,19.13,0.36,2.70,0.0194,15.43
1.08,12.62,1.80,0.71,4.95,13.43,0.071,0.055,7.04,8.14,0.107,0.31,2.99,0.108,1.54,46.94,0.35,0.028,3.42,17.66,2.91,98.09,0.084,71.66,0.78,3.57,0.0104,5.93
1.39,29.22,1.10,0.39,12.99,29.25,0.102,0.177,9.82,4.87,0.058,0.05,1.21,0.023,0.34,28.64,0.78,0.003,1.89,22.65,0.63,131.78,0.040,44.38,0.18,2.00,0.0030,7.35
1.37,6.69,1.48,0.25,24.40,46.33,0.050,0.153,7.80,2.07,0.052,0.10,1.02,0.030,1.50,37.27,0.05,0.005,1.90,8.48,0.53,101.12,0.085,117.50,0.24,3.51,0.0764,5.08
1.00,14.71,1.29,0.57,8.61,21.72,0.129,0.063,19.96,11.01,0.073,0.86,2.88,2.620,4.47,77.66,1.79,0.015,4.37,44.18,0.16,126.32,0.094,60.02,0.03,4.08,0.0176,46.80
0.88,36.97,0.81,0.29,7.32,16.23,0.194,0.061,10.32,9.32,0.063,0.48,2.33,0.580,0.47,47.82,2.16,0.004,3.74,41.73,0.07,164.18,0.033,63.15,0.01,2.91,0.0045,32.83
0.54,3.38,0.69,0.16,9.87,18.65,0.050,0.096,4.69,3.02,0.022,0.27,0.70,0.156,2.02,40.54,0.24,0.004,2.73,11.01,0.07,95.97,0.029,95.11,0.04,1.51,0.0691,14.95
2.51,4.24,1.67,0.60,8.66,27.97,0.285,0.038,2.58,2.30,0.087,0.83,1.67,2.104,2.61,22.52,0.17,0.051,6.27,3.72,0.09,37.40,0.107,58.66,0.02,2.08,0.0309,37.76
1.41,6.31,0.95,0.24,15.29,48.43,0.075,0.038,2.42,1.95,0.041,0.12,0.77,0.043,1.34,32.93,0.08,0.008,4.10,6.78,0.04,31.53,0.026,42.52,0.01,1.17,0.0205,26.98
3.57,28.47,3.16,1.45,15.41,68.46,0.148,0.283,8.42,17.00,0.073,0.49,22.70,0.014,3.67,40.28,0.55,0.072,4.52,5.53,3.14,146.48,0.148,226.93,7.55,14.78,0.0081,32.50
0.80,3.95,0.83,0.14,14.26,29.35,0.040,0.122,2.67,3.48,0.015,0.11,3.57,0.007,2.31,31.52,0.04,0.006,2.93,5.46,0.74,70.86,0.030,105.49,0.48,2.43,0.0030,9.48
2.44,17.40,1.60,0.85,19.43,41.04,0.221,0.236,11.16,4.74,0.050,0.40,2.26,0.147,1.07,40.99,1.15,0.037,3.73,17.91,2.69,99.08,0.089,70.05,0.92,5.79,0.0035,21.67
0.34,5.05,0.62,0.33,6.66,28.46,0.072,0.093,6.04,2.40,0.029,0.28,1.18,0.531,1.60,40.05,0.59,0.009,2.80,23.50,0.78,75.89,0.080,36.84,0.63,2.15,0.0112,14.55
2.74,5.46,1.83,0.49,8.57,25.07,0.244,0.054,5.50,2.70,0.059,1.12,1.63,3.866,1.79,32.02,0.61,0.030,6.36,4.24,0.15,33.37,0.108,57.09,0.03,2.28,0.0140,28.47
